date,component,country,rolling_corr
1986-10-01,GDP,Philippines,NA
1987-01-01,GDP,Philippines,NA
1987-04-01,GDP,Philippines,NA
1987-07-01,GDP,Philippines,0.831890010564856
1987-10-01,GDP,Philippines,0.9171695402178293
1988-01-01,GDP,Philippines,0.2951456843200535
1988-04-01,GDP,Philippines,0.3622434320648832
1988-07-01,GDP,Philippines,0.20342209410547313
1988-10-01,GDP,Philippines,0.12266060263145319
1989-01-01,GDP,Philippines,0.21136693236114257
1989-04-01,GDP,Philippines,0.1435163431874161
1989-07-01,GDP,Philippines,0.08358072544404001
1989-10-01,GDP,Philippines,-0.030697435059020964
1990-01-01,GDP,Philippines,-0.06880429103650035
1990-04-01,GDP,Philippines,-0.06567700802586385
1990-07-01,GDP,Philippines,-0.04167666296309092
1990-10-01,GDP,Philippines,-0.027871857805008476
1991-01-01,GDP,Philippines,-0.028240111538806154
1991-04-01,GDP,Philippines,-0.03955281388887187
1991-07-01,GDP,Philippines,-0.0693515837676062
1991-10-01,GDP,Philippines,-0.0701023562147363
1992-01-01,GDP,Philippines,-0.052605551401948475
1992-04-01,GDP,Philippines,0.13237182851054866
1992-07-01,GDP,Philippines,0.15110836301561853
1992-10-01,GDP,Philippines,0.10967610184503324
1993-01-01,GDP,Philippines,0.08627397190347154
1993-04-01,GDP,Philippines,0.30272520733689
1993-07-01,GDP,Philippines,0.31263506881727393
1993-10-01,GDP,Philippines,0.22890446185836594
1994-01-01,GDP,Philippines,0.17682111157132274
1994-04-01,GDP,Philippines,0.15618052488677803
1994-07-01,GDP,Philippines,0.18702816898795555
1994-10-01,GDP,Philippines,0.28569185331271163
1995-01-01,GDP,Philippines,0.37164792249263273
1995-04-01,GDP,Philippines,0.3786753916922741
1995-07-01,GDP,Philippines,0.3467551425939218
1995-10-01,GDP,Philippines,0.3613268060005441
1996-01-01,GDP,Philippines,0.5155054252591719
1996-04-01,GDP,Philippines,0.6280764521761713
1996-07-01,GDP,Philippines,0.6467224360936232
1996-10-01,GDP,Philippines,0.7184178135284737
1997-01-01,GDP,Philippines,0.8255010011916837
1997-04-01,GDP,Philippines,0.855345579643221
1997-07-01,GDP,Philippines,0.8509732901990226
1997-10-01,GDP,Philippines,0.8658488125946718
1998-01-01,GDP,Philippines,0.8291062870515368
1998-04-01,GDP,Philippines,0.7371874633426501
1998-07-01,GDP,Philippines,0.7416448734927767
1998-10-01,GDP,Philippines,0.7665389082931471
1999-01-01,GDP,Philippines,0.7610964101925934
1999-04-01,GDP,Philippines,0.7644246334826053
1999-07-01,GDP,Philippines,0.8066494279095109
1999-10-01,GDP,Philippines,0.8026800915468852
2000-01-01,GDP,Philippines,0.8084004394498778
2000-04-01,GDP,Philippines,0.832040960205337
2000-07-01,GDP,Philippines,0.8677951059495471
2000-10-01,GDP,Philippines,0.8632782409441399
2001-01-01,GDP,Philippines,0.8471091717298531
2001-04-01,GDP,Philippines,0.8264806961189517
2001-07-01,GDP,Philippines,0.840403854657433
2001-10-01,GDP,Philippines,0.8178213486300734
2002-01-01,GDP,Philippines,0.765980723083294
2002-04-01,GDP,Philippines,0.6693469687134277
2002-07-01,GDP,Philippines,0.5651418795257392
2002-10-01,GDP,Philippines,0.15345052209198715
2003-01-01,GDP,Philippines,-0.13013117302537064
2003-04-01,GDP,Philippines,-0.15291152670147917
2003-07-01,GDP,Philippines,-0.262600755017806
2003-10-01,GDP,Philippines,-0.6132715518202244
2004-01-01,GDP,Philippines,-0.4711563859703495
2004-04-01,GDP,Philippines,-0.40450649773737746
2004-07-01,GDP,Philippines,-0.3874742596741264
2004-10-01,GDP,Philippines,-0.2013606039769458
2005-01-01,GDP,Philippines,-0.07030152414339991
2005-04-01,GDP,Philippines,-0.10691934859308336
2005-07-01,GDP,Philippines,-0.00402209751649568
2005-10-01,GDP,Philippines,-0.009626228711776789
2006-01-01,GDP,Philippines,-0.062064180620426644
2006-04-01,GDP,Philippines,-0.09786746554272537
2006-07-01,GDP,Philippines,-0.09534242381852116
2006-10-01,GDP,Philippines,-0.33683459872672744
2007-01-01,GDP,Philippines,-0.36809158043121637
2007-04-01,GDP,Philippines,-0.3470462556372226
2007-07-01,GDP,Philippines,-0.2790071216184183
2007-10-01,GDP,Philippines,-0.4540891673718212
2008-01-01,GDP,Philippines,-0.3441335259709214
2008-04-01,GDP,Philippines,0.048750787360708994
2008-07-01,GDP,Philippines,0.4257069099757254
2008-10-01,GDP,Philippines,0.3855096617539711
2009-01-01,GDP,Philippines,0.4661481572643012
2009-04-01,GDP,Philippines,0.5327596998750439
2009-07-01,GDP,Philippines,0.5456598019620047
2009-10-01,GDP,Philippines,0.5564489316257483
2010-01-01,GDP,Philippines,0.5474915443260987
2010-04-01,GDP,Philippines,0.5515530500714283
2010-07-01,GDP,Philippines,0.5525133874403306
2010-10-01,GDP,Philippines,0.5481122699879551
2011-01-01,GDP,Philippines,0.5429184049665803
2011-04-01,GDP,Philippines,0.5453495425125945
2011-07-01,GDP,Philippines,0.5239319071352876
2011-10-01,GDP,Philippines,0.5184108524419315
2012-01-01,GDP,Philippines,0.5239730446251658
2012-04-01,GDP,Philippines,0.5304194804368471
2012-07-01,GDP,Philippines,0.5753564769872098
2012-10-01,GDP,Philippines,0.7422774787931015
2013-01-01,GDP,Philippines,0.7252979362184683
2013-04-01,GDP,Philippines,0.6797967706710709
2013-07-01,GDP,Philippines,0.4725443283413101
2013-10-01,GDP,Philippines,0.3920565735393752
2014-01-01,GDP,Philippines,0.2171623165878911
2014-04-01,GDP,Philippines,0.008696836210254617
2014-07-01,GDP,Philippines,-0.042995417586517586
2014-10-01,GDP,Philippines,-0.11046353532184128
2015-01-01,GDP,Philippines,0.04298302996341079
2015-04-01,GDP,Philippines,0.08607234569409898
2015-07-01,GDP,Philippines,0.1647076421708733
2015-10-01,GDP,Philippines,0.12677761565177684
2016-01-01,GDP,Philippines,0.07953734923322181
2016-04-01,GDP,Philippines,0.056074596335598303
2016-07-01,GDP,Philippines,0.07828964304073076
2016-10-01,GDP,Philippines,0.12876021837786894
2017-01-01,GDP,Philippines,0.21794839316977602
2017-04-01,GDP,Philippines,0.5263101410034675
2017-07-01,GDP,Philippines,0.7253168414878868
2017-10-01,GDP,Philippines,0.7655776191632025
2018-01-01,GDP,Philippines,0.8238345879620871
2018-04-01,GDP,Philippines,0.9134656219020156
2018-07-01,GDP,Philippines,0.9411720418614153
2018-10-01,GDP,Philippines,0.9595146083318892
2019-01-01,GDP,Philippines,0.9681303917551918
2019-04-01,GDP,Philippines,0.9783307375198319
2019-07-01,GDP,Philippines,0.9831947470383052
2019-10-01,GDP,Philippines,0.9860679987270092
2020-01-01,GDP,Philippines,0.9592516493650566
2020-04-01,GDP,Philippines,0.978352118757451
2020-07-01,GDP,Philippines,0.979264352215566
2020-10-01,GDP,Philippines,0.9816224565405121
2021-01-01,GDP,Philippines,0.9831604672339751
2021-04-01,GDP,Philippines,0.9845352225908132
2021-07-01,GDP,Philippines,0.9827900280396707
2021-10-01,GDP,Philippines,0.9824985526396915
2022-01-01,GDP,Philippines,0.9826089623551955
2022-04-01,GDP,Philippines,0.9830711308811126
2022-07-01,GDP,Philippines,0.9831812638192522
2022-10-01,GDP,Philippines,0.981454882235043
2023-01-01,GDP,Philippines,0.9811263457081972
2023-04-01,GDP,Philippines,0.9805797404167885
2023-07-01,GDP,Philippines,0.9791903813417907
2023-10-01,GDP,Philippines,0.9777722101486002
2024-01-01,GDP,Philippines,0.976328125134787
2024-04-01,GDP,Philippines,0.9727581532914217
2024-07-01,GDP,Philippines,0.9685920505005011
2024-10-01,GDP,Philippines,0.9645386884512603
2025-01-01,GDP,Philippines,0.9822518921142109
2025-04-01,GDP,Philippines,0.9649777846715555
2025-07-01,GDP,Philippines,0.9548935471026835
2025-10-01,GDP,Philippines,0.9002481596775658
1975-01-01,GDP,Singapore,NA
1975-04-01,GDP,Singapore,NA
1975-07-01,GDP,Singapore,NA
1975-10-01,GDP,Singapore,NA
1976-01-01,GDP,Singapore,NA
1976-04-01,GDP,Singapore,NA
1976-07-01,GDP,Singapore,NA
1976-10-01,GDP,Singapore,NA
1977-01-01,GDP,Singapore,NA
1977-04-01,GDP,Singapore,NA
1977-07-01,GDP,Singapore,NA
1977-10-01,GDP,Singapore,NA
1978-01-01,GDP,Singapore,NA
1978-04-01,GDP,Singapore,NA
1978-07-01,GDP,Singapore,NA
1978-10-01,GDP,Singapore,NA
1979-01-01,GDP,Singapore,NA
1979-04-01,GDP,Singapore,NA
1979-07-01,GDP,Singapore,NA
1979-10-01,GDP,Singapore,NA
1980-01-01,GDP,Singapore,NA
1980-04-01,GDP,Singapore,NA
1980-07-01,GDP,Singapore,NA
1980-10-01,GDP,Singapore,NA
1981-01-01,GDP,Singapore,NA
1981-04-01,GDP,Singapore,NA
1981-07-01,GDP,Singapore,NA
1981-10-01,GDP,Singapore,NA
1982-01-01,GDP,Singapore,NA
1982-04-01,GDP,Singapore,NA
1982-07-01,GDP,Singapore,NA
1982-10-01,GDP,Singapore,NA
1983-01-01,GDP,Singapore,NA
1983-04-01,GDP,Singapore,NA
1983-07-01,GDP,Singapore,NA
1983-10-01,GDP,Singapore,NA
1984-01-01,GDP,Singapore,NA
1984-04-01,GDP,Singapore,NA
1984-07-01,GDP,Singapore,NA
1984-10-01,GDP,Singapore,NA
1985-01-01,GDP,Singapore,NA
1985-04-01,GDP,Singapore,NA
1985-07-01,GDP,Singapore,NA
1985-10-01,GDP,Singapore,NA
1986-01-01,GDP,Singapore,NA
1986-04-01,GDP,Singapore,NA
1986-07-01,GDP,Singapore,NA
1986-10-01,GDP,Singapore,NA
1987-01-01,GDP,Singapore,NA
1987-04-01,GDP,Singapore,NA
1987-07-01,GDP,Singapore,0.089220882441543
1987-10-01,GDP,Singapore,-0.477458070144517
1988-01-01,GDP,Singapore,-0.2726882456015013
1988-04-01,GDP,Singapore,-0.006966716941610607
1988-07-01,GDP,Singapore,-0.1246138428254237
1988-10-01,GDP,Singapore,-0.138908738351708
1989-01-01,GDP,Singapore,-0.18316529052909192
1989-04-01,GDP,Singapore,-0.2230564297769671
1989-07-01,GDP,Singapore,-0.2525507479816285
1989-10-01,GDP,Singapore,-0.2834007678978336
1990-01-01,GDP,Singapore,-0.2956954992057528
1990-04-01,GDP,Singapore,-0.2845403943920651
1990-07-01,GDP,Singapore,-0.27622170660704093
1990-10-01,GDP,Singapore,-0.2797954796485826
1991-01-01,GDP,Singapore,-0.27939727658858476
1991-04-01,GDP,Singapore,-0.2925978510853398
1991-07-01,GDP,Singapore,-0.3119686354186509
1991-10-01,GDP,Singapore,-0.3146737800315559
1992-01-01,GDP,Singapore,-0.18550165327496584
1992-04-01,GDP,Singapore,0.11379803698757274
1992-07-01,GDP,Singapore,0.10315475181993021
1992-10-01,GDP,Singapore,0.1677442622595569
1993-01-01,GDP,Singapore,0.21537652395942242
1993-04-01,GDP,Singapore,0.17655502775911955
1993-07-01,GDP,Singapore,0.20559279164890693
1993-10-01,GDP,Singapore,0.23893976949232779
1994-01-01,GDP,Singapore,0.3032554627570999
1994-04-01,GDP,Singapore,0.35608287226514246
1994-07-01,GDP,Singapore,0.34839274264524656
1994-10-01,GDP,Singapore,0.29363185461363533
1995-01-01,GDP,Singapore,0.2983170772009346
1995-04-01,GDP,Singapore,0.31644347721588223
1995-07-01,GDP,Singapore,0.3865431166909841
1995-10-01,GDP,Singapore,0.4337825579165546
1996-01-01,GDP,Singapore,0.5342873111736522
1996-04-01,GDP,Singapore,0.5433694014689491
1996-07-01,GDP,Singapore,0.45807758755074385
1996-10-01,GDP,Singapore,0.4491101964666693
1997-01-01,GDP,Singapore,0.49242195719706033
1997-04-01,GDP,Singapore,0.5608333630463578
1997-07-01,GDP,Singapore,0.6513028542168886
1997-10-01,GDP,Singapore,0.649604351633909
1998-01-01,GDP,Singapore,0.6123449032346991
1998-04-01,GDP,Singapore,0.6767562871414042
1998-07-01,GDP,Singapore,0.7590938338770773
1998-10-01,GDP,Singapore,0.8088143855485943
1999-01-01,GDP,Singapore,0.8367505615530572
1999-04-01,GDP,Singapore,0.8419341345766082
1999-07-01,GDP,Singapore,0.8491043128130813
1999-10-01,GDP,Singapore,0.8608990293876645
2000-01-01,GDP,Singapore,0.847123076437996
2000-04-01,GDP,Singapore,0.8123930098495249
2000-07-01,GDP,Singapore,0.7347290652572128
2000-10-01,GDP,Singapore,0.6993283666681851
2001-01-01,GDP,Singapore,0.6850652793321561
2001-04-01,GDP,Singapore,0.6826635657699166
2001-07-01,GDP,Singapore,0.683457926408194
2001-10-01,GDP,Singapore,0.6767601017074598
2002-01-01,GDP,Singapore,0.6454590154053008
2002-04-01,GDP,Singapore,0.5836174009958205
2002-07-01,GDP,Singapore,0.45257263126979025
2002-10-01,GDP,Singapore,0.3120120784630117
2003-01-01,GDP,Singapore,0.25702303694391104
2003-04-01,GDP,Singapore,0.12323528039269713
2003-07-01,GDP,Singapore,0.004312939484141863
2003-10-01,GDP,Singapore,-0.1689107166862933
2004-01-01,GDP,Singapore,-0.2465256100165646
2004-04-01,GDP,Singapore,-0.29231289828426404
2004-07-01,GDP,Singapore,-0.35430187061318347
2004-10-01,GDP,Singapore,-0.458023350338038
2005-01-01,GDP,Singapore,-0.4241931120171815
2005-04-01,GDP,Singapore,-0.32182302284360587
2005-07-01,GDP,Singapore,-0.0296031335072167
2005-10-01,GDP,Singapore,-0.007079055010419874
2006-01-01,GDP,Singapore,0.11012776197023587
2006-04-01,GDP,Singapore,0.03936750321044826
2006-07-01,GDP,Singapore,-0.15091362879595369
2006-10-01,GDP,Singapore,-0.44485040817101495
2007-01-01,GDP,Singapore,-0.4655506249234673
2007-04-01,GDP,Singapore,-0.45292979844151066
2007-07-01,GDP,Singapore,-0.43644580313751663
2007-10-01,GDP,Singapore,-0.5783986947195469
2008-01-01,GDP,Singapore,-0.42600695472258976
2008-04-01,GDP,Singapore,-0.22349940530391949
2008-07-01,GDP,Singapore,-0.30514224355373326
2008-10-01,GDP,Singapore,-0.37429119453889487
2009-01-01,GDP,Singapore,-0.06865777864666069
2009-04-01,GDP,Singapore,0.07094682123799372
2009-07-01,GDP,Singapore,0.10131460107110118
2009-10-01,GDP,Singapore,0.1356778598553205
2010-01-01,GDP,Singapore,0.14517186773117535
2010-04-01,GDP,Singapore,0.13034700740479224
2010-07-01,GDP,Singapore,0.13151320121937213
2010-10-01,GDP,Singapore,0.13205321770305645
2011-01-01,GDP,Singapore,0.13325343467611311
2011-04-01,GDP,Singapore,0.1467446976815037
2011-07-01,GDP,Singapore,0.15341085417946765
2011-10-01,GDP,Singapore,0.16344314057475345
2012-01-01,GDP,Singapore,0.1647569857606655
2012-04-01,GDP,Singapore,0.17929527427240788
2012-07-01,GDP,Singapore,0.21141828644090538
2012-10-01,GDP,Singapore,0.2817202614715838
2013-01-01,GDP,Singapore,0.2581294399980538
2013-04-01,GDP,Singapore,0.2440012578556253
2013-07-01,GDP,Singapore,0.49356593138611804
2013-10-01,GDP,Singapore,0.7055705906574468
2014-01-01,GDP,Singapore,0.6072207272628306
2014-04-01,GDP,Singapore,0.36369929391838673
2014-07-01,GDP,Singapore,0.2761313486491173
2014-10-01,GDP,Singapore,0.15519432734151983
2015-01-01,GDP,Singapore,0.20299035762016016
2015-04-01,GDP,Singapore,0.4730514084700779
2015-07-01,GDP,Singapore,0.4943533403983433
2015-10-01,GDP,Singapore,0.527329627447205
2016-01-01,GDP,Singapore,0.5994626268580497
2016-04-01,GDP,Singapore,0.6008732690063674
2016-07-01,GDP,Singapore,0.6570655506017287
2016-10-01,GDP,Singapore,0.6249487516307694
2017-01-01,GDP,Singapore,0.5749291786381919
2017-04-01,GDP,Singapore,0.47769428284098414
2017-07-01,GDP,Singapore,0.7558475257071702
2017-10-01,GDP,Singapore,0.8039186806234173
2018-01-01,GDP,Singapore,0.8607052805885957
2018-04-01,GDP,Singapore,0.845531452249904
2018-07-01,GDP,Singapore,0.8528064060589691
2018-10-01,GDP,Singapore,0.8009664198314613
2019-01-01,GDP,Singapore,0.7203906183660275
2019-04-01,GDP,Singapore,0.6226879520320562
2019-07-01,GDP,Singapore,0.5244961860631806
2019-10-01,GDP,Singapore,0.4668930305816289
2020-01-01,GDP,Singapore,0.3790663316994867
2020-04-01,GDP,Singapore,0.7921843423514445
2020-07-01,GDP,Singapore,0.8244270123194135
2020-10-01,GDP,Singapore,0.8168187046481215
2021-01-01,GDP,Singapore,0.7517054351837031
2021-04-01,GDP,Singapore,0.719940665849295
2021-07-01,GDP,Singapore,0.6860016672087841
2021-10-01,GDP,Singapore,0.662380097386179
2022-01-01,GDP,Singapore,0.6366077997677532
2022-04-01,GDP,Singapore,0.6232512389711613
2022-07-01,GDP,Singapore,0.6168019907732
2022-10-01,GDP,Singapore,0.6151306548387359
2023-01-01,GDP,Singapore,0.6100246529793882
2023-04-01,GDP,Singapore,0.5975506401204164
2023-07-01,GDP,Singapore,0.580340053449886
2023-10-01,GDP,Singapore,0.5734236191577751
2024-01-01,GDP,Singapore,0.5686961627816742
2024-04-01,GDP,Singapore,0.5712639984099912
2024-07-01,GDP,Singapore,0.6068139075989509
2024-10-01,GDP,Singapore,0.6489335146462901
2025-01-01,GDP,Singapore,0.6756644922717857
2025-04-01,GDP,Singapore,0.21654989159381577
2025-07-01,GDP,Singapore,-0.07848164087793423
2025-10-01,GDP,Singapore,-0.28044171481207947
1975-01-01,GDP,South Korea,NA
1975-04-01,GDP,South Korea,NA
1975-07-01,GDP,South Korea,NA
1975-10-01,GDP,South Korea,NA
1976-01-01,GDP,South Korea,NA
1976-04-01,GDP,South Korea,NA
1976-07-01,GDP,South Korea,NA
1976-10-01,GDP,South Korea,NA
1977-01-01,GDP,South Korea,NA
1977-04-01,GDP,South Korea,NA
1977-07-01,GDP,South Korea,NA
1977-10-01,GDP,South Korea,NA
1978-01-01,GDP,South Korea,NA
1978-04-01,GDP,South Korea,NA
1978-07-01,GDP,South Korea,NA
1978-10-01,GDP,South Korea,NA
1979-01-01,GDP,South Korea,NA
1979-04-01,GDP,South Korea,NA
1979-07-01,GDP,South Korea,NA
1979-10-01,GDP,South Korea,NA
1980-01-01,GDP,South Korea,NA
1980-04-01,GDP,South Korea,NA
1980-07-01,GDP,South Korea,NA
1980-10-01,GDP,South Korea,NA
1981-01-01,GDP,South Korea,NA
1981-04-01,GDP,South Korea,NA
1981-07-01,GDP,South Korea,NA
1981-10-01,GDP,South Korea,NA
1982-01-01,GDP,South Korea,NA
1982-04-01,GDP,South Korea,NA
1982-07-01,GDP,South Korea,NA
1982-10-01,GDP,South Korea,NA
1983-01-01,GDP,South Korea,NA
1983-04-01,GDP,South Korea,NA
1983-07-01,GDP,South Korea,NA
1983-10-01,GDP,South Korea,NA
1984-01-01,GDP,South Korea,NA
1984-04-01,GDP,South Korea,NA
1984-07-01,GDP,South Korea,NA
1984-10-01,GDP,South Korea,NA
1985-01-01,GDP,South Korea,NA
1985-04-01,GDP,South Korea,NA
1985-07-01,GDP,South Korea,NA
1985-10-01,GDP,South Korea,NA
1986-01-01,GDP,South Korea,NA
1986-04-01,GDP,South Korea,NA
1986-07-01,GDP,South Korea,NA
1986-10-01,GDP,South Korea,NA
1987-01-01,GDP,South Korea,NA
1987-04-01,GDP,South Korea,NA
1987-07-01,GDP,South Korea,0.9618421117753476
1987-10-01,GDP,South Korea,0.885947501867264
1988-01-01,GDP,South Korea,-0.3480970954467605
1988-04-01,GDP,South Korea,-0.3973296297125577
1988-07-01,GDP,South Korea,-0.383679368038929
1988-10-01,GDP,South Korea,-0.3862728867648821
1989-01-01,GDP,South Korea,-0.4371355148648244
1989-04-01,GDP,South Korea,-0.32173496483440267
1989-07-01,GDP,South Korea,-0.25332810509526954
1989-10-01,GDP,South Korea,-0.23904542186762734
1990-01-01,GDP,South Korea,-0.20168929885085113
1990-04-01,GDP,South Korea,-0.19610926593234373
1990-07-01,GDP,South Korea,-0.1977023400210054
1990-10-01,GDP,South Korea,-0.2039730026600094
1991-01-01,GDP,South Korea,-0.20549237189968667
1991-04-01,GDP,South Korea,-0.1942263165230473
1991-07-01,GDP,South Korea,-0.18032109663687426
1991-10-01,GDP,South Korea,-0.16625592490913607
1992-01-01,GDP,South Korea,-0.17625433901076037
1992-04-01,GDP,South Korea,-0.3621141058564241
1992-07-01,GDP,South Korea,-0.3714475797004888
1992-10-01,GDP,South Korea,-0.27194456122352695
1993-01-01,GDP,South Korea,0.31693079895757925
1993-04-01,GDP,South Korea,0.390921547776403
1993-07-01,GDP,South Korea,0.45327202349161627
1993-10-01,GDP,South Korea,0.3639565172186725
1994-01-01,GDP,South Korea,0.40391404872674885
1994-04-01,GDP,South Korea,0.3586803330135538
1994-07-01,GDP,South Korea,0.3583871428390069
1994-10-01,GDP,South Korea,0.29227002661707296
1995-01-01,GDP,South Korea,0.3633722777706561
1995-04-01,GDP,South Korea,0.43605147775687464
1995-07-01,GDP,South Korea,0.4867796324075718
1995-10-01,GDP,South Korea,0.5422321995262257
1996-01-01,GDP,South Korea,0.623935391615292
1996-04-01,GDP,South Korea,0.6810403316342312
1996-07-01,GDP,South Korea,0.7306899676480861
1996-10-01,GDP,South Korea,0.7729185148667901
1997-01-01,GDP,South Korea,0.8189487510145371
1997-04-01,GDP,South Korea,0.8647227120120289
1997-07-01,GDP,South Korea,0.8814687985375587
1997-10-01,GDP,South Korea,0.8544356609611339
1998-01-01,GDP,South Korea,0.7119981212623944
1998-04-01,GDP,South Korea,0.7824200230103475
1998-07-01,GDP,South Korea,0.832464890821279
1998-10-01,GDP,South Korea,0.8570904578640003
1999-01-01,GDP,South Korea,0.8676326953488794
1999-04-01,GDP,South Korea,0.8600500186442668
1999-07-01,GDP,South Korea,0.8378377982625796
1999-10-01,GDP,South Korea,0.8218032307271789
2000-01-01,GDP,South Korea,0.8070277081120474
2000-04-01,GDP,South Korea,0.7914560016184895
2000-07-01,GDP,South Korea,0.7706859821508445
2000-10-01,GDP,South Korea,0.7696713132724998
2001-01-01,GDP,South Korea,0.767383642204696
2001-04-01,GDP,South Korea,0.7597844169419455
2001-07-01,GDP,South Korea,0.7464799687816585
2001-10-01,GDP,South Korea,0.7268820574729045
2002-01-01,GDP,South Korea,0.7132474867411481
2002-04-01,GDP,South Korea,0.6722184682198734
2002-07-01,GDP,South Korea,0.6287350678182255
2002-10-01,GDP,South Korea,0.655024831621558
2003-01-01,GDP,South Korea,0.825826038938608
2003-04-01,GDP,South Korea,0.7974050201831854
2003-07-01,GDP,South Korea,0.710341651257382
2003-10-01,GDP,South Korea,0.4755897721730359
2004-01-01,GDP,South Korea,0.2673298059517561
2004-04-01,GDP,South Korea,0.020553721715443233
2004-07-01,GDP,South Korea,-0.2200666222378944
2004-10-01,GDP,South Korea,-0.38038240062637074
2005-01-01,GDP,South Korea,-0.3984110894164287
2005-04-01,GDP,South Korea,-0.40459446763078805
2005-07-01,GDP,South Korea,-0.1981101711879137
2005-10-01,GDP,South Korea,-0.19494483981855945
2006-01-01,GDP,South Korea,-0.2035748310548579
2006-04-01,GDP,South Korea,-0.17362443625509125
2006-07-01,GDP,South Korea,-0.20998764921893637
2006-10-01,GDP,South Korea,-0.256728013804755
2007-01-01,GDP,South Korea,-0.21175192912545263
2007-04-01,GDP,South Korea,-0.30196620475847086
2007-07-01,GDP,South Korea,-0.5755942256376656
2007-10-01,GDP,South Korea,-0.6092833320710305
2008-01-01,GDP,South Korea,-0.4650918969107627
2008-04-01,GDP,South Korea,-0.11716171704035173
2008-07-01,GDP,South Korea,0.089066938151443
2008-10-01,GDP,South Korea,0.020002559646866484
2009-01-01,GDP,South Korea,0.18949504961270475
2009-04-01,GDP,South Korea,0.29397797155448885
2009-07-01,GDP,South Korea,0.30370084270453207
2009-10-01,GDP,South Korea,0.3653255202493418
2010-01-01,GDP,South Korea,0.3816443290459919
2010-04-01,GDP,South Korea,0.3826765778796553
2010-07-01,GDP,South Korea,0.37347332170617215
2010-10-01,GDP,South Korea,0.37273730702253327
2011-01-01,GDP,South Korea,0.3674600509809666
2011-04-01,GDP,South Korea,0.3625492121991795
2011-07-01,GDP,South Korea,0.3650189947262464
2011-10-01,GDP,South Korea,0.36354792838864414
2012-01-01,GDP,South Korea,0.36325200035112915
2012-04-01,GDP,South Korea,0.3673997589703142
2012-07-01,GDP,South Korea,0.38604794772110335
2012-10-01,GDP,South Korea,0.4922531661089784
2013-01-01,GDP,South Korea,0.4822430279961165
2013-04-01,GDP,South Korea,0.413664508409466
2013-07-01,GDP,South Korea,0.374535882755615
2013-10-01,GDP,South Korea,0.6591812084897863
2014-01-01,GDP,South Korea,0.538298177058065
2014-04-01,GDP,South Korea,0.14876856383270778
2014-07-01,GDP,South Korea,0.06924381597834402
2014-10-01,GDP,South Korea,0.03042277303779852
2015-01-01,GDP,South Korea,0.10807998956674623
2015-04-01,GDP,South Korea,0.30251821063990225
2015-07-01,GDP,South Korea,0.33176317089158575
2015-10-01,GDP,South Korea,0.3123713357050397
2016-01-01,GDP,South Korea,0.3683977866477941
2016-04-01,GDP,South Korea,0.3542599817935928
2016-07-01,GDP,South Korea,0.3685570099270296
2016-10-01,GDP,South Korea,0.35621852299357526
2017-01-01,GDP,South Korea,0.2784964259015369
2017-04-01,GDP,South Korea,0.3460478761525213
2017-07-01,GDP,South Korea,0.5978048894827631
2017-10-01,GDP,South Korea,0.6189696228723579
2018-01-01,GDP,South Korea,0.7848655784921192
2018-04-01,GDP,South Korea,0.8478893663894906
2018-07-01,GDP,South Korea,0.8494556233479981
2018-10-01,GDP,South Korea,0.8624779323420777
2019-01-01,GDP,South Korea,0.7802318415193744
2019-04-01,GDP,South Korea,0.8099855248712503
2019-07-01,GDP,South Korea,0.7618342290811914
2019-10-01,GDP,South Korea,0.7841203972120299
2020-01-01,GDP,South Korea,0.6359702655861472
2020-04-01,GDP,South Korea,0.8550532629498763
2020-07-01,GDP,South Korea,0.8803262230166828
2020-10-01,GDP,South Korea,0.8884210767520103
2021-01-01,GDP,South Korea,0.8721962682571144
2021-04-01,GDP,South Korea,0.8294892516478886
2021-07-01,GDP,South Korea,0.8089570562924299
2021-10-01,GDP,South Korea,0.7710893809291706
2022-01-01,GDP,South Korea,0.7524692711157245
2022-04-01,GDP,South Korea,0.7307228052343305
2022-07-01,GDP,South Korea,0.7161601954402076
2022-10-01,GDP,South Korea,0.7171714007935671
2023-01-01,GDP,South Korea,0.7137248908681283
2023-04-01,GDP,South Korea,0.7053178218669273
2023-07-01,GDP,South Korea,0.6965880864341841
2023-10-01,GDP,South Korea,0.6885189790107816
2024-01-01,GDP,South Korea,0.6972346265430602
2024-04-01,GDP,South Korea,0.6888954158107382
2024-07-01,GDP,South Korea,0.7110913825441365
2024-10-01,GDP,South Korea,0.679756403472675
2025-01-01,GDP,South Korea,0.7164097554284051
2025-04-01,GDP,South Korea,0.3418302532945149
2025-07-01,GDP,South Korea,0.10874599385656995
2025-10-01,GDP,South Korea,-0.17431519013958513
1975-01-01,GDP,Thailand,NA
1975-04-01,GDP,Thailand,NA
1975-07-01,GDP,Thailand,NA
1975-10-01,GDP,Thailand,NA
1976-01-01,GDP,Thailand,NA
1976-04-01,GDP,Thailand,NA
1976-07-01,GDP,Thailand,NA
1976-10-01,GDP,Thailand,NA
1977-01-01,GDP,Thailand,NA
1977-04-01,GDP,Thailand,NA
1977-07-01,GDP,Thailand,NA
1977-10-01,GDP,Thailand,NA
1978-01-01,GDP,Thailand,NA
1978-04-01,GDP,Thailand,NA
1978-07-01,GDP,Thailand,NA
1978-10-01,GDP,Thailand,NA
1979-01-01,GDP,Thailand,NA
1979-04-01,GDP,Thailand,NA
1979-07-01,GDP,Thailand,NA
1979-10-01,GDP,Thailand,NA
1980-01-01,GDP,Thailand,NA
